target,texts
0,", I cannot recommend this resort due to the lack of proper customer service and flexibility with cancellations"
0,ITS FAR FROM ANY TOURISTIC PLACE
0,No decent supermarket in the area
0,it doesnt look like in the pictures
0,MAJOR insects problems
0,i don’t find it safe regarding things
0,Security employees are not polite
0,Very disappointing visit! Very commercialized temple. 
0,The worst was probably the animal abuse called a petting zoo
0,Very very disappointing and would not recommend it!
0,"Definitely not worth the drive, time and money!"
0,just pass by this place - it doesn’t worse money and time
0,and this terrible toilets inside for extra money
0,"Animal abuse, awfully ugly park, absolutely not worth the tour"
0,The place is crowded with ugly tourist restaurants that make the place terrible with awful and loud music
0,"This place is not worth coming, adding that it is far away from a lot of things that are way better."
0,Hordes of local tourists taking insta photo and 75K entry. Felt inauthentic. Bad experience.
0,Too busy with nothing to see but tacky scenery.
0,Don't go. It is a tourist trap!
0,Tourist trap!
0,"Sadly, not a good expierence of"
0,Over-commercialized place where you pay to enter then pay to take photos and use washrooms
0,bad parking service.
0,Nobody organizing the traffic there
0,"What a disappointment. Simply overcrowded,"
0,Not worth visiting
0,No any historical information about this
0,It was a mistake to go there and pay so much money
0,The view is not as I expected.
0,"it is filled with tasteless ""tourist trap"" attractions and scary puppets. "
0,Huge tourist trap! Big disappointment!!! 
0,Not worth the time and effort to get there
0,now the place is destroyed
0,Very diasappointing. Overrun with foreign and local tourists
0,Tacky statues for photos.
0,The most shocking part for me were the toilets
0,Imo absolutely not worth visiting
0,Touristy nightmare. Skip this one
0,"Not complaining about the price tho, but the temple isn't worth it, very small and surrounded by tourist "
0,"Not really what I was expecting, more of a theme park."
0,Would not recommend going
0,and it’s truly awful how they’re keeping animals
0,Horror! Tourist trap..
0,terrible conditions
0,The ticket is expensive and not worth
0,Inside there are many enslaved animals
0,"Very disappointed temple, expensive for the area. Too many attractions around. Not worths it at all."
0,The worst place we visited
0,"Looks like a big tacky playground,"
0,Animals kept in literally tiny spaces
0,was a disgrace really! Honestly do not waste your money or support such conditions.
0,They honestly looked so unwell and it was heartbreaking to see
0,It really ruined my whole experience
0,Tacky playground and the whole surroundings is not what you expect when you visit a temple
0,One of the most disappointing places I have ever seen.
0,"Absolutely not recommended. Completely cluttered with tacky, bad sculptures and completely overpriced."
0,I absolutely cannot understand how anyone can give this place a good rating.
0,"Unbelievably busy, overpriced. Plastic statues with garish colors. Does not seem authentic."
0,Photo spot over rated. Nothing much
0,The timings mentioned are misleading.
0,is like a tacky low quality cheap looking tourist attraction! Sorry
0,No water was around as the water level was very low and a lot of rubbish around.
0,The temple complex is very small and does not live up to expectations
0,"Very crowded, far from everything"
0,Horrible experience
0,They removed us by force without warning or explanation.
0,"is a horrible, nasty place"
0,not much to see
0,"Just way too busy, full of tacky "
0,This place has been the biggest disappointment
0,"What a disappointing tourist trap wasting time going there and paying to get in, I felt used."
0,Absolutely useless 
0,Could be nice if there is no garbage
0,All of these kids are throwing literally everything they eat from plastic bags 
0,Insanely dirty
0,for parking (makes no sense) and the beach is SOOO DIRTY
0,"Don’t go, it’s not worth it!"
0,it has a disgusting amount of trash specially plastic everywhere
0,Locals throwing stuff everywhere.
0,Indonesia is turning in to a rip-off
0,found the place completely covered with garbage
0,I'm very worried about the situation
0,Not recommended for tourists as it charges 50k and so little to see
0,Very disappointed by this place. Pricey and the park is in a poor state.
0,"Entrance tickets, food prices, parking are too expensive for tourist sites like this, not to mention the facilities that are not maintained"
0,Which in my opinion is too expensive for that
0,not transparent about the price
0,"Frankly, we felt trapped"
0,Lots of carpenters
0,"Kind of sad, forgotten park."
0,50k for the entrance seemed a bit expensive.
0,The museum was just faded pictures in a room
0,"lack of maintenance, the museum are also closed down."
0,"Too bad it's not maintained, the stairs are slippery"
0,Wasn't mad about it. The facility is in dire need of renovation.
0,children's play facilities and trash cans are lacking
0,very inaccessible for disabilities
0,The road is not accessible for wheelchairs or canes
0,Guiding blocks for netra friends don't exist and most of the roads are paved
0,No directions for friends who are deaf
0,Not open 24 hours and the toilet is very smelly
0,It's a pity that the park and the large area are not managed properly.
0,I hope the local government will immediately follow up
0,", lots of them are broken, lots of seats are broken"
0,Many mosquitoes
0,mostly those who don't care about which grass should be stepped on
0,"So many trashes, everyone is littering, plastic bottles everywhere"
0,"no water in musholla, hard to park vehicle, river stinks,"
0,transjakarta shelter nearby DOES NOT have machine for e-wallet top up and the staff doesn’t even bother
